From	To	Species	Gene Name
3107	Q9BD25_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQG2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YQ36_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6F3H8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q546P4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MYE8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8WLR0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q209H9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29637_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5W3L5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPV0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860S4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IA4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q307I5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IH0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q0PHV4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YNW6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q06BS4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9Y452_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YP29_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6RZA3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q1RPB8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IA7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8WWJ0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29677_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPV9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP29_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q0P6S6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95HC2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4F7G8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95ID9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPU9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q70P04_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860R5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q92671_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6EZG0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q31602_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2XPN2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30186_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	1B27_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8SNA6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQH1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP41_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8HWL5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30172_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IZ9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	1B08_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8WLT1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q706I6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQA8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2MGX9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95HM4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9BD45_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860R7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q3BER0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQC1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	P79666_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5GML2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IB3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR45_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YNY4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4QYZ8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5F2L3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY87_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6X307_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YP61_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30207_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6B7S7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IC2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY97_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q50HP8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8SP58_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	P79665_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8HWS1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQI7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2L4E9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9UM43_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9UE92_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8SP63_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2YHR9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q52QV2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95378_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5BTQ8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR88_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TNU1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GJF4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q70HJ7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9BD41_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR28_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TNR4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4U0W2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP19_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8HWG2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q3LRR5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPS5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5MH39_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95HL7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5ND74_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8HWM5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IF3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4GX00_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR80_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6T614_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2LDE3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8HWT1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5G5U2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q3LSM9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6KCC4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q1W0Z3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR70_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	1B78_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q70P02_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR33_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQC0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YQB0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YNY3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2WCC1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860I7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5PS30_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR49_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30191_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YNX1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8MHM7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GJ11_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GIP1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR85_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q861G9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29985_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9UQU4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP30_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP28_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29988_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6TPK0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GJG5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q001P2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2PZA1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6F3H7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q1ZZH2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30183_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9UE93_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP20_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	P79617_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q3LZI2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9UIM4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP18_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IG5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30205_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5ZGX0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q09JY6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GJ46_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8MHP5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860P7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860B2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5NDA3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30206_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29938_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4R1E1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6ZZF8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQ31_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPR1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29766_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6A3P4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR29_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY86_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q546J0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4R1E2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8HWQ3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5UAG1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q38PK6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q70I17_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GJ19_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4GWZ9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5HYL2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MYF3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q30194_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8WLT2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q70HJ8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GIZ7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5EDF6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q68J67_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q45QG4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IE1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q0MT77_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q1RP37_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8WM99_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q05G02_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5F2I4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q0ZAX5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6ZYB9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q1PBK8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2L4W9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GJF1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95IB9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4F7G7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q66WL2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY85_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95HL9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q0PMJ9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5EJW4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7JGR8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q95J01_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MYI0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY34_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5W1M0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPU0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YQ47_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	1B13_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQG3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q96FQ5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YQ00_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5K2Q6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6UFS6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YQ29_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TQ66_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29644_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5K1Z3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6ZXX0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q70HJ6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6ZXT7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY95_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29656_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY39_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9BD31_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2A868_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2A133_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q7YPH4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q2L8A2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29962_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q50HZ5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6ZYC0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TNZ7_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q3LZI3_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MY38_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q8SPE6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR72_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6T392_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q50H37_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR48_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q861C1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q860R6_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q861F1_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TPQ2_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GIK9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6T772_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q6F3G8_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	P79620_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q4W0W0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5UGI4_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q45FY5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MYC0_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q0GF39_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q29730_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	1B41_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q5QR60_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9TP34_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9MYB5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9GIN9_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
3107	Q9BCM5_HUMAN	Homo sapiens	major histocompatibility complex, class I, C; major histocompatibility complex, class I, B
